22.5825,1.55504
0.317755,0.331044
0.0342854,0.0043036
17.6404,17.2445
0.196003,0.0031313
0.121672,0.171396
0.0300912,0.0497394
0.127306,0.0289739
0.0537747,0.0348803
0.471149,0.462273
0.112496,0.0664161
0.600036,0.0723345
0.195424,0.202939
0.102005,0.11347
0.410788,0.4498
0.130099,0.128729
0.0958774,0.0388782
0.255134,0.126954
42.5493,11.0117
0.0960943,0.111446
3.02797,0.292075
0.0177081,0.0167859
0.181546,0.209231
0.495335,2.16766
0.492381,0.47922
0.0569373,0.0446639
0.164932,0.0802204
0.253664,0.0510802
1.36189,1.35538
32.0781,0.218082
0.444741,0.374023
0.268987,0.256731
0.0420754,0.955011
0.0673204,0.0150014
7.31747,0.01482
22.6998,22.3462
863.545,4.94006
809.414,0.921831
0.234185,0.231938
0.450494,0.485323
0.466396,1.45935
0.480141,0.162776
0.745653,0.952596
0.0320309,0.0138142
0.0606958,0.0421475
0.425342,0.31176
3.51568,2.41707
0.13748,0.026763
0.19581,0.0476292
0.130316,0.0431978
1.8602,0.0471692
0.144216,0.0067968
371.741,233.449
0.220761,0.118535
57.9032,3.89249
0.0848129,0.0085485
0.588209,0.617549
0.757454,0.576491
0.507724,0.0409413
0.219755,0.17278
0.371228,0.136088
0.0531633,0.0092107
10.4389,11.0631
0.302839,0.306378
0.218641,0.248436
0.207786,0.227612
0.200974,0.236248
5.16153,0.0958943
6.096,0.100536
